"state","cwa","county_name","fips","time_zone","fe_area","latitude","longitude"
"WV","RLX","Pocahontas","54075","E","",38.3317987533,-80.0077396778
"WV","RLX","Pleasants","54073","E","",39.3709247763,-81.160629444
"WV","PBZ","Ohio","54069","E","nn",40.0969169576,-80.6189256166
"WV","RLX","Nicholas","54067","E","",38.2917101068,-80.7992772492
"WV","RNK","Monroe","54063","E","se",37.5604028224,-80.5505379499
"WV","PBZ","Monongalia","54061","E","nn",39.630280781,-80.0465080702
"WV","RLX","Mingo","54059","E","",37.7264236912,-82.1345888525
"WV","RNK","Mercer","54055","E","se",37.405506255,-81.1114333571
"WV","RLX","Mason","54053","E","",38.7697572666,-82.0265189513
"WV","PBZ","Marshall","54051","E","nn",39.8606195049,-80.6633947861
"WV","PBZ","Marion","54049","E","nn",39.5099977413,-80.2434075102
"WV","RLX","McDowell","54047","E","",37.3785073891,-81.6535703785
"WV","RLX","Logan","54045","E","",37.8315564834,-81.9352882182
"WV","RLX","Lincoln","54043","E","",38.1753403814,-82.0705098125
"WV","RLX","Kanawha","54039","E","",38.3365461586,-81.528066465
"WV","RLX","Jackson","54035","E","",38.8344492085,-81.6748024174
"WV","PBZ","Hancock","54029","E","nn",40.5213462301,-80.5739355736
"WV","RNK","Greenbrier","54025","E","se",37.9469321631,-80.4529382625
"WV","RLX","Randolph","54083","E","",38.7747353926,-79.8758348818
"WV","RLX","Gilmer","54021","E","",38.9240941319,-80.8570942764
"WV","RLX","Fayette","54019","E","",38.0287703714,-81.081145335
"WV","RLX","Clay","54015","E","",38.4625684286,-81.0750490413
"WV","RLX","Calhoun","54013","E","",38.8445200507,-81.1175473966
"WV","RLX","Cabell","54011","E","",38.4202852247,-82.2417152235
"WV","PBZ","Brooke","54009","E","nn",40.2733407772,-80.5764671451
"WV","RLX","Braxton","54007","E","",38.6998471412,-80.719332297
"WV","RLX","Boone","54005","E","",38.0230627032,-81.7112555637
"WV","PBZ","Wetzel","54103","E","nn",39.6052671757,-80.6390976272
"WV","RLX","Wirt","54105","E","",39.0224134148,-81.3786018235
"WV","RLX","Wood","54107","E","",39.2111103875,-81.5150191827
"WV","RLX","Wyoming","54109","E","",37.6096432976,-81.5491255224
"WV","RLX","Barbour","54001","E","",39.1329331339,-80.0030131393
"WV","RLX","Taylor","54091","E","",39.3359971364,-80.0461455164
"WV","RLX","Webster","54101","E","",38.4947085724,-80.4218704242
"WV","RLX","Wayne","54099","E","",38.1461362536,-82.4270221471
"WV","RLX","Upshur","54097","E","",38.8978432258,-80.2334090914
"WV","RLX","Tyler","54095","E","",39.4652519748,-80.8848546722
"WV","PBZ","Tucker","54093","E","nn",39.1135906096,-79.5649626855
"WV","RNK","Summers","54089","E","se",37.6558622906,-80.8585621218
"WV","RLX","Roane","54087","E","",38.714014758,-81.3483232649
"WV","RLX","Ritchie","54085","E","",39.1782918162,-81.0628925714
"PA","CTP","Northumberland","42097","E","cc",40.8520366857,-76.7091015399
"ME","GYX","Androscoggin","23001","E","sw",44.1654253932,-70.2045378459
"NJ","OKX","Hudson","34017","E","ne",40.7066881994,-74.0826265335
"NY","OKX","Richmond","36085","E","se",40.5802142767,-74.1556915765
"NJ","OKX","Essex","34013","E","ne",40.690018466,-74.1293452532
"NY","OKX","Richmond","36085","E","se",40.6434631791,-74.1343440904
"NJ","OKX","Hudson","34017","E","ne",40.7409044318,-74.0777918332
"NJ","OKX","Bergen","34003","E","ne",40.900145031,-73.934346667
"NY","OKX","Westchester","36119","E","se",40.9601192659,-73.8997772863
"NY","OKX","Bronx","36005","E","se",40.8526449188,-73.8669280551
"NY","OKX","New York","36061","E","se",40.7786433866,-73.9689268815
"NY","OKX","Bronx","36005","E","se",40.8250400611,-73.8707074101
"NY","OKX","New York","36061","E","se",40.7799487724,-73.9656682735
"RI","BOX","Bristol","44001","E","",41.7160637193,-71.2841989033
"MA","BOX","Dukes","25007","E","se",41.3965782596,-70.6560558922
"NY","BUF","Niagara","36063","E","ww",43.2010649647,-78.7426818824
"NY","BUF","Wayne","36117","E","ww",43.1566426584,-77.0291622363
"NY","BUF","Oswego","36075","E","cc",43.4260074079,-76.1411655819
"NY","BUF","Orleans","36073","E","ww",43.2521933018,-78.2312157769
"NY","BUF","Monroe","36055","E","ww",43.1463736326,-77.6958540178
"ME","GYX","Knox","23013","E","sc",44.1499832078,-69.1730190889
"ME","GYX","Sagadahoc","23023","E","sc",43.9704655675,-69.8612592787
"ME","GYX","Lincoln","23015","E","sc",44.0752033602,-69.5430596933
"NH","GYX","Merrimack","33013","E","cc",43.2977224164,-71.680192331
"NJ","OKX","Union","34039","E","ne",40.6572069857,-74.1597518331
"PA","PBZ","Fayette","42051","E","sw",39.9198418217,-79.6473926089
"PA","PBZ","Westmoreland","42129","E","sw",40.3107263044,-79.466843585
"MA","BOX","Middlesex","25017","E","ne",42.4854620253,-71.3917646961
"CT","OKX","New Haven","09009","E","ss",41.4107774072,-72.9323627986
"CT","ALY","Litchfield","09005","E","nn",41.7925133476,-73.2452914822
"MA","BOX","Worcester","25027","E","cc",42.3514001274,-71.9077261834
"MA","ALY","Berkshire","25003","E","ww",42.3706508459,-73.2064437315
"MA","BOX","Franklin","25011","E","ww",42.5831330733,-72.5919012258
"MA","BOX","Hampshire","25015","E","ww",42.3400796607,-72.6637661008
"MA","BOX","Norfolk","25021","E","ee",42.1550349237,-71.2247596234
"ME","CAR","Piscataquis","23021","E","nc",45.8379998446,-69.2835485831
"ME","GYXCAR","Somerset","23025","E","wc",45.5137878421,-69.9582400402
"ME","CAR","Aroostook","23003","E","nn",46.6587897044,-68.5988153354
"ME","GYX","Oxford","23017","E","ww",44.499008943,-70.7555191078
"ME","CAR","Penobscot","23019","E","ec",45.4005538385,-68.6494081758
"NH","GYX","Carroll","33003","E","nn",43.8739144406,-71.2027546864
"NH","GYX","Hillsborough","33011","E","ss",42.9153151209,-71.7159729592
"NJ","OKXPHI","Passaic","34031","E","ne",41.0337407532,-74.3002646308
"NY","OKX","Westchester","36119","E","se",41.1642806025,-73.7552692031
"NY","ALY","Washington","36115","E","ec",43.3136954085,-73.4307390583
"NY","ALY","Warren","36113","E","ec",43.5609625852,-73.8460034342
"NY","ALY","Fulton","36035","E","ee",43.1138825624,-74.4221927567
"NY","BTV","Essex","36031","E","nn",44.1171962358,-73.7726947354
"NY","BTV","Clinton","36019","E","nn",44.7461741543,-73.6781451526
"NY","BTV","Franklin","36033","E","nn",44.5929254628,-74.3037530499
"NY","BUFBGM","Cayuga","36011","E","cc",42.9168873815,-76.554260601
"NY","BGM","Oneida","36065","E","cc",43.2417986726,-75.4358603186
"NY","ALY","Herkimer","36043","E","ee",43.4196242375,-74.962556203
"NY","ALY","Schenectady","36093","E","ec",42.8182011089,-74.0585455879
"NY","ALY","Albany","36001","E","ec",42.6002206821,-73.9735498455
"NY","ALY","Greene","36039","E","ec",42.2765577543,-74.1226671145
"NY","ALY","Ulster","36111","E","ec",41.8881425771,-74.258556537
"NY","ALY","Dutchess","36027","E","ec",41.7651574419,-73.7428354488
"NY","ALY","Columbia","36021","E","ec",42.2500869055,-73.6318270372
"NY","ALY","Rensselaer","36083","E","ec",42.7110640169,-73.5096903933
"NY","ALY","Saratoga","36091","E","ec",43.10741026,-73.8638763014
"NY","BTV","St. Lawrence","36089","E","nn",44.4921231342,-75.0625074985
"PA","CTP","Centre","42027","E","cc",40.9190334488,-77.8196250104
"PA","CTP","Lycoming","42081","E","nc",41.3432956691,-77.0644725767
"PA","BGM","Wayne","42127","E","ne",41.648743619,-75.3032730033
"PA","CLE","Erie","42049","E","nw",41.9916501172,-80.0321459382
"PA","CTP","Clinton","42035","E","nc",41.2340908224,-77.6385022754
"RI","BOX","Providence","44007","E","",41.8724283103,-71.5811016685
"RI","BOX","Washington","44009","E","",41.4687252559,-71.6233781546
"VT","BTV","Chittenden","50007","E","nw",44.4608865571,-73.0808865326
"VT","BTV","Addison","50001","E","cc",44.0305697935,-73.1406742214
"VT","BTV","Rutland","50021","E","ss",43.5800947688,-73.0366147383
"VT","ALY","Windham","50025","E","ss",42.9906233947,-72.713813249
"VT","BTV","Franklin","50011","E","nw",44.8574342302,-72.9120165626
"MA","BOX","Essex","25009","E","ne",42.6728863842,-70.9581362442
"MA","BOX","Plymouth","25023","E","se",41.9547179495,-70.8128733133
"MA","BOX","Hampden","25013","E","ww",42.1350687025,-72.6316362551
"RI","BOX","Kent","44003","E","",41.671953812,-71.5943304013
"NH","GYX","Rockingham","33015","E","ss",42.9876773735,-71.1251163148
"NJ","OKX","Union","34039","E","ne",40.6600040489,-74.3103943862
"ME","GYX","York","23031","E","sw",43.479573207,-70.7156287314
"ME","GYX","Cumberland","23005","E","sw",43.848703567,-70.4095585906
"ME","GYX","Franklin","23007","E","ww",44.9739655528,-70.4439693715
"ME","CAR","Washington","23029","E","se",45.0363189445,-67.6361015396
"NJ","OKX","Bergen","34003","E","ne",40.9615092622,-74.078131723
"CT","OKX","New London","09011","E","ss",41.4893097623,-72.1003930874
"MA","BOX","Suffolk","25025","E","ee",42.330841541,-71.0817589688
"ME","GYX","Waldo","23027","E","sc",44.5037165287,-69.1478134846
"ME","CAR","Hancock","23009","E","se",44.6749099937,-68.3531031877
"NY","OKX","Nassau","36059","E","se",40.7410614136,-73.5885361175
"NJ","OKX","Essex","34013","E","ne",40.7880690721,-74.2481067582
"MA","BOX","Barnstable","25001","E","se",41.7257445724,-70.2981761845
"ME","GYX","Kennebec","23011","E","sc",44.4093392639,-69.7672164626
"CT","OKX","Middlesex","09007","E","ss",41.4624139926,-72.5340217461
"CT","OKX","Fairfield","09001","E","ss",41.2731378427,-73.3887436987
"NH","GYX","Coos","33007","E","nn",44.6893027168,-71.3056941841
"VT","BTV","Caledonia","50005","E","ne",44.4647259405,-72.1022134451
"VT","BTV","Essex","50009","E","ne",44.728056065,-71.7364155752
"NY","BUF","Chautauqua","36013","E","ww",42.2281888804,-79.3664475659
"PR","SJU","Toa Baja","72137","V","",18.4311756719,-66.214400049
"PR","SJU","Vega Baja","72145","V","",18.4284433466,-66.3979544988
"NY","OKX","Suffolk","36103","E","se",40.8779901748,-72.8572851647
"MA","BOX","Bristol","25005","E","se",41.8019553952,-71.1153429153
"HI","HFO","Honolulu","15003","H","",21.4624557607,-157.97645787
"NY","BUF","Erie","36029","E","ww",42.7619852513,-78.7307048392
"NY","OKX","Queens","36081","E","se",40.7067180291,-73.8177455344
"NY","OKX","Queens","36081","E","se",40.7883963682,-73.848037511
"NY","OKX","Kings","36047","E","se",40.6447242943,-73.947198777
"NY","BUF","Jefferson","36045","E","cc",44.0409393741,-75.9101606057
"NH","GYX","Grafton","33009","E","nn",43.9408987499,-71.8204854694
"WV","RLX","Lewis","54041","E","",38.9957798316,-80.5021847307
"WV","RLX","Harrison","54033","E","",39.2835303774,-80.3798193174
"WV","RLX","Doddridge","54017","E","",39.2691589404,-80.7069566103
"GA","FFC","Wilkes","13317","E","ec",33.7819676973,-82.7432337999
"GA","FFC","Wilcox","13315","E","cc",31.9733483442,-83.4321939953
"GA","FFC","Whitfield","13313","E","nw",34.805575827,-84.9672847686
"GA","FFC","White","13311","E","ne",34.6463735344,-83.7471573652
"GA","FFC","Wheeler","13309","E","cc",32.1170881582,-82.7245802328
"GA","FFC","Webster","13307","E","wc",32.0466379273,-84.5510387949
"GA","JAX","Wayne","13305","E","se",31.5515314662,-81.9168117198
"GA","FFC","Washington","13303","E","ec",32.9695190769,-82.795878243
"GA","FFC","Warren","13301","E","ec",33.4089475627,-82.6767003409
"GA","JAX","Ware","13299","E","se",31.0534505509,-82.4237918563
"GA","FFC","Walker","13295","E","nw",34.7356178754,-85.3009393081
"GA","FFC","Union","13291","E","nc",34.8341636514,-83.990708335
"GA","FFC","Twiggs","13289","E","cc",32.6672328054,-83.4271711041
"GA","TAE","Turner","13287","E","sc",31.7163491281,-83.6241662539
"GA","FFC","Troup","13285","E","wc",33.033513323,-85.028304884
"GA","FFC","Treutlen","13283","E","ec",32.4039082338,-82.5673343631
"GA","FFC","Towns","13281","E","ne",34.916665074,-83.7372872144
