state_fips|state_usps|county_fips|county_name|zone|zone_name|time_zone|feature_area|latitude|longitude
02|AK|016|Aleutians West|185|Eastern Aleutians|AH| |53.61050|-167.18130
02|AK|016|Aleutians West|187|Central Aleutians|AH| |52.08770|-174.83140
02|AK|016|Aleutians West|191|Western Aleutians|AH| |52.28340|133.01590
02|AK|016|Aleutians West|195|Pribilof Islands|AH| |56.90920|-169.97900
02|AK|020|Anchorage|101|Anchorage|A| |61.19480|-149.51820
02|AK|020|Anchorage|111|Matanuska Valley|A| |61.58850|-149.16560
02|AK|020|Anchorage|125|Western Prince William Sound|A| |60.39830|-148.99410
02|AK|050|Bethel|145|Susitna Valley|A| |62.12200|-150.68740
02|AK|050|Bethel|152|Lower Kuskokwim Valley|A| |61.51980|-156.31690
02|AK|050|Bethel|155|Kuskokwim Delta|A| |60.67130|-162.84710
02|AK|050|Bethel|161|Bristol Bay|A| |59.29840|-157.24510
02|AK|050|Bethel|215|Lower Yukon Valley|A| |62.66770|-159.72570
02|AK|068|Denali|145|Susitna Valley|A| |62.12200|-150.68740
02|AK|068|Denali|221|Central Interior|A| |64.70650|-151.48660
02|AK|068|Denali|223|Deltana and Tanana Flats|A| |64.21550|-146.61530
02|AK|068|Denali|225|Denali|A| |63.58520|-150.09890
02|AK|068|Denali|226|Eastern Alaska Range|A| |63.08050|-144.46810
02|AK|068|Denali|227|Upper Kuskokwim Valley|A| |62.98420|-154.25320
02|AK|070|Dillingham|152|Lower Kuskokwim Valley|A| |61.51980|-156.31690
02|AK|070|Dillingham|161|Bristol Bay|A| |59.29840|-157.24510
02|AK|090|Fairbanks North Star|220|Yukon Flats and Surrounding Uplands|A| |66.40630|-145.57530
02|AK|090|Fairbanks North Star|221|Central Interior|A| |64.70650|-151.48660
02|AK|090|Fairbanks North Star|222|Middle Tanana Valley|A| |64.99340|-147.34800
02|AK|090|Fairbanks North Star|223|Deltana and Tanana Flats|A| |64.21550|-146.61530
02|AK|090|Fairbanks North Star|224|Upper Tanana Valley and the Fortymile Country|A| |64.40900|-142.87800
02|AK|100|Haines|019|Haines Borough and Lynn Canal|A| |59.09420|-135.42950
02|AK|110|Juneau|019|Haines Borough and Lynn Canal|A| |59.09420|-135.42950
02|AK|110|Juneau|025|Juneau Borough and Northern Admiralty Island|A| |58.02240|-133.79890
02|AK|122|Kenai Peninsula|121|Western Kenai Peninsula|A| |60.32540|-150.70900
02|AK|122|Kenai Peninsula|125|Western Prince William Sound|A| |60.39830|-148.99410
02|AK|122|Kenai Peninsula|145|Susitna Valley|A| |62.12200|-150.68740
02|AK|122|Kenai Peninsula|152|Lower Kuskokwim Valley|A| |61.51980|-156.31690
02|AK|122|Kenai Peninsula|161|Bristol Bay|A| |59.29840|-157.24510
02|AK|122|Kenai Peninsula|171|Kodiak Island|A| |58.29110|-154.16290
02|AK|130|Ketchikan Gateway|028|Southern Inner Channels|A| |55.53990|-132.05490
02|AK|130|Ketchikan Gateway|029|Misty Fjords|A| |55.74610|-130.80220
02|AK|150|Kodiak Island|161|Bristol Bay|A| |59.29840|-157.24510
02|AK|164|Lake and Peninsula|152|Lower Kuskokwim Valley|A| |61.51980|-156.31690
02|AK|164|Lake and Peninsula|161|Bristol Bay|A| |59.29840|-157.24510
02|AK|164|Lake and Peninsula|171|Kodiak Island|A| |58.29110|-154.16290
02|AK|164|Lake and Peninsula|181|Alaska Peninsula|A| |55.60960|-161.20290
02|AK|170|Matanuska-Susitna|111|Matanuska Valley|A| |61.58850|-149.16560
02|AK|170|Matanuska-Susitna|141|Copper River Basin|A| |61.90200|-144.93120
02|AK|170|Matanuska-Susitna|145|Susitna Valley|A| |62.12200|-150.68740
02|AK|170|Matanuska-Susitna|152|Lower Kuskokwim Valley|A| |61.51980|-156.31690
02|AK|170|Matanuska-Susitna|226|Eastern Alaska Range|A| |63.08050|-144.46810
02|AK|170|Matanuska-Susitna|227|Upper Kuskokwim Valley|A| |62.98420|-154.25320
02|AK|180|Nome|207|Chukchi Sea Coast|A| |66.80270|-165.28600
02|AK|180|Nome|210|Northern and Interior Seward Peninsula|A| |65.49160|-162.57630
02|AK|180|Nome|211|Southern Seward Peninsula Coast|A| |64.61460|-164.49240
02|AK|180|Nome|212|Eastern Norton Sound and Nulato Hills|A| |63.93190|-161.05720
02|AK|180|Nome|213|St Lawrence Island and Bering Strait Coast|A| |64.50570|-168.31020
02|AK|180|Nome|215|Lower Yukon Valley|A| |62.66770|-159.72570
02|AK|185|North Slope|201|Western Arctic Coast|A| |70.08130|-160.33230
02|AK|185|North Slope|202|Northern Arctic Coast|A| |70.68730|-155.37120
02|AK|185|North Slope|203|Central Beaufort Sea Coast|A| |70.20690|-149.56160
02|AK|185|North Slope|204|Eastern Beaufort Sea Coast|A| |69.88660|-143.78310
02|AK|185|North Slope|205|Northwestern Brooks Range|A| |69.21150|-157.30000
02|AK|185|North Slope|206|Northeastern Brooks Range|A| |69.04270|-148.25250
02|AK|185|North Slope|207|Chukchi Sea Coast|A| |66.80270|-165.28600
02|AK|185|North Slope|208|Lower Kobuk and Noatak Valleys|A| |67.81860|-162.21400
02|AK|185|North Slope|217|Upper Kobuk and Noatak Valleys|A| |67.35450|-157.28320
02|AK|185|North Slope|218|Southeastern Brooks Range|A| |67.89260|-146.89340
02|AK|188|Northwest Arctic|205|Northwestern Brooks Range|A| |69.21150|-157.30000
02|AK|188|Northwest Arctic|207|Chukchi Sea Coast|A| |66.80270|-165.28600
02|AK|188|Northwest Arctic|208|Lower Kobuk and Noatak Valleys|A| |67.81860|-162.21400
02|AK|188|Northwest Arctic|209|Baldwin Peninsula and Selawik Valley|A| |66.64680|-160.86570
02|AK|188|Northwest Arctic|210|Northern and Interior Seward Peninsula|A| |65.49160|-162.57630
02|AK|188|Northwest Arctic|216|Lower Koyukuk and Middle Yukon Valleys|A| |64.74080|-156.60500
02|AK|188|Northwest Arctic|217|Upper Kobuk and Noatak Valleys|A| |67.35450|-157.28320
02|AK|188|Northwest Arctic|218|Southeastern Brooks Range|A| |67.89260|-146.89340
02|AK|188|Northwest Arctic|219|Upper Koyukuk Valley|A| |66.37880|-152.51780
02|AK|201|Prince of Wales-Outer Ke|026|Inner Channels from Kupreanof Island to Etolin Island|A| |56.59970|-132.98100
02|AK|201|Prince of Wales-Outer Ke|027|Dixon Entrance to Cape Decision Coastal Area|A| |55.29510|-133.00750
02|AK|201|Prince of Wales-Outer Ke|028|Southern Inner Channels|A| |55.53990|-132.05490
02|AK|201|Prince of Wales-Outer Ke|029|Misty Fjords|A| |55.74610|-130.80220
02|AK|220|Sitka|021|Eastern Chichagof Island|A| |57.89520|-135.44750
02|AK|220|Sitka|022|Salisbury Sound to Cape Fairweather Coastal Area|A| |58.15180|-136.58950
02|AK|220|Sitka|023|Cape Decision to Salisbury Sound Coastal Area|A| |56.90120|-135.15750
02|AK|220|Sitka|024|Eastern Baranof Island and Southern Admiralty Island|A| |57.30450|-134.59920
02|AK|232|Skagway-Hoonah-Angoon|018|Taiya Inlet and Klondike Highway|A| |59.56010|-135.33790
02|AK|232|Skagway-Hoonah-Angoon|020|Glacier Bay|A| |58.78950|-136.37670
02|AK|232|Skagway-Hoonah-Angoon|021|Eastern Chichagof Island|A| |57.89520|-135.44750
02|AK|232|Skagway-Hoonah-Angoon|022|Salisbury Sound to Cape Fairweather Coastal Area|A| |58.15180|-136.58950
02|AK|232|Skagway-Hoonah-Angoon|024|Eastern Baranof Island and Southern Admiralty Island|A| |57.30450|-134.59920
02|AK|232|Skagway-Hoonah-Angoon|025|Juneau Borough and Northern Admiralty Island|A| |58.02240|-133.79890
02|AK|232|Skagway-Hoonah-Angoon|026|Inner Channels from Kupreanof Island to Etolin Island|A| |56.59970|-132.98100
02|AK|240|Southeast Fairbanks|141|Copper River Basin|A| |61.90200|-144.93120
02|AK|240|Southeast Fairbanks|223|Deltana and Tanana Flats|A| |64.21550|-146.61530
02|AK|240|Southeast Fairbanks|224|Upper Tanana Valley and the Fortymile Country|A| |64.40900|-142.87800
02|AK|240|Southeast Fairbanks|226|Eastern Alaska Range|A| |63.08050|-144.46810
02|AK|261|Valdez-Cordova|125|Western Prince William Sound|A| |60.39830|-148.99410
02|AK|261|Valdez-Cordova|131|Northeast Prince William Sound|A| |61.17000|-146.51120
02|AK|261|Valdez-Cordova|135|Southeast Prince William Sound|A| |60.59310|-145.24750
02|AK|261|Valdez-Cordova|141|Copper River Basin|A| |61.90200|-144.93120
02|AK|261|Valdez-Cordova|224|Upper Tanana Valley and the Fortymile Country|A| |64.40900|-142.87800
02|AK|261|Valdez-Cordova|226|Eastern Alaska Range|A| |63.08050|-144.46810
02|AK|270|Wade Hampton|155|Kuskokwim Delta|A| |60.67130|-162.84710
02|AK|270|Wade Hampton|212|Eastern Norton Sound and Nulato Hills|A| |63.93190|-161.05720
02|AK|270|Wade Hampton|214|Yukon Delta|A| |62.17530|-163.96030
02|AK|270|Wade Hampton|215|Lower Yukon Valley|A| |62.66770|-159.72570
02|AK|280|Wrangell-Petersburg|025|Juneau Borough and Northern Admiralty Island|A| |58.02240|-133.79890
02|AK|280|Wrangell-Petersburg|026|Inner Channels from Kupreanof Island to Etolin Island|A| |56.59970|-132.98100
02|AK|280|Wrangell-Petersburg|027|Dixon Entrance to Cape Decision Coastal Area|A| |55.29510|-133.00750
02|AK|280|Wrangell-Petersburg|028|Southern Inner Channels|A| |55.53990|-132.05490
02|AK|280|Wrangell-Petersburg|029|Misty Fjords|A| |55.74610|-130.80220
02|AK|282|Yakutat|017|Cape Fairweather to Cape Suckling Coastal Area|A| |59.91860|-140.57690
02|AK|290|Yukon-Koyukuk|152|Lower Kuskokwim Valley|A| |61.51980|-156.31690
02|AK|290|Yukon-Koyukuk|205|Northwestern Brooks Range|A| |69.21150|-157.30000
02|AK|290|Yukon-Koyukuk|206|Northeastern Brooks Range|A| |69.04270|-148.25250
02|AK|290|Yukon-Koyukuk|210|Northern and Interior Seward Peninsula|A| |65.49160|-162.57630
02|AK|290|Yukon-Koyukuk|212|Eastern Norton Sound and Nulato Hills|A| |63.93190|-161.05720
02|AK|290|Yukon-Koyukuk|215|Lower Yukon Valley|A| |62.66770|-159.72570
02|AK|290|Yukon-Koyukuk|216|Lower Koyukuk and Middle Yukon Valleys|A| |64.74080|-156.60500
02|AK|290|Yukon-Koyukuk|217|Upper Kobuk and Noatak Valleys|A| |67.35450|-157.28320
02|AK|290|Yukon-Koyukuk|218|Southeastern Brooks Range|A| |67.89260|-146.89340
02|AK|290|Yukon-Koyukuk|219|Upper Koyukuk Valley|A| |66.37880|-152.51780
02|AK|290|Yukon-Koyukuk|220|Yukon Flats and Surrounding Uplands|A| |66.40630|-145.57530
02|AK|290|Yukon-Koyukuk|221|Central Interior|A| |64.70650|-151.48660
02|AK|290|Yukon-Koyukuk|222|Middle Tanana Valley|A| |64.99340|-147.34800
02|AK|290|Yukon-Koyukuk|223|Deltana and Tanana Flats|A| |64.21550|-146.61530
02|AK|290|Yukon-Koyukuk|224|Upper Tanana Valley and the Fortymile Country|A| |64.40900|-142.87800
02|AK|290|Yukon-Koyukuk|227|Upper Kuskokwim Valley|A| |62.98420|-154.25320
04|AZ|001|Apache|009|Northeast Plateaus and Mesas Hwy 264 Northward|m|ne|36.40460|-110.97110
04|AZ|001|Apache|010|Chinle Valley|m|ne|36.54040|-109.70680
04|AZ|001|Apache|011|Chuska Mountains and Defiance Plateau|m|ne|35.86930|-109.23440
04|AZ|001|Apache|014|Little Colorado River Valley in Apache County|m|ne|34.57680|-109.41980
04|AZ|001|Apache|017|White Mountains|m|ne|33.92720|-109.64830
04|AZ|001|Apache|039|Black Mesa Area|m|ne|36.35500|-110.24300
04|AZ|001|Apache|040|Northeast Plateaus and Mesas South of Hwy 264|m|ne|35.48890|-110.18250
04|AZ|003|Cochise|507|Upper San Pedro River Valley including Sierra Vista/Benson|m|se|31.93310|-110.30730
04|AZ|003|Cochise|508|Eastern Cochise County Below 5000 Feet including Douglas/Willcox|m|se|31.91470|-109.54520
04|AZ|003|Cochise|511|Galiuro and Pinaleno Mountains including Mount Graham|m|se|32.65250|-110.11530
04|AZ|003|Cochise|512|Chiricahua Mountains including Chiricahua National Monument|m|se|31.86160|-109.35600
04|AZ|003|Cochise|513|Dragoon/Mule/Huachuca and Santa Rita Mountains including Bisbee/Canelo Hills/Madera Canyon|m|se|31.60430|-110.38330
04|AZ|005|Coconino|004|Kaibab Plateau|m|nc|36.65140|-112.20180
04|AZ|005|Coconino|005|Marble and Glen Canyons|m|nc|36.77770|-111.66810
04|AZ|005|Coconino|006|Grand Canyon Country|m|nc|36.18400|-112.31840
04|AZ|005|Coconino|007|Coconino Plateau|m|nc|35.73410|-112.55690
04|AZ|005|Coconino|009|Northeast Plateaus and Mesas Hwy 264 Northward|m|nc|36.40460|-110.97110
04|AZ|005|Coconino|012|Little Colorado River Valley in Coconino County|m|nc|35.47880|-111.18760
04|AZ|005|Coconino|015|Western Mogollon Rim|m|nc|35.22960|-111.76890
04|AZ|005|Coconino|016|Eastern Mogollon Rim|m|nc|34.44180|-110.81220
04|AZ|005|Coconino|038|Oak Creek and Sycamore Canyons|m|nc|34.91170|-111.87960
04|AZ|005|Coconino|039|Black Mesa Area|m|nc|36.35500|-110.24300
04|AZ|005|Coconino|040|Northeast Plateaus and Mesas South of Hwy 264|m|nc|35.48890|-110.18250
04|AZ|007|Gila|018|Northern Gila County|m|ec|34.04010|-110.92250
04|AZ|007|Gila|024|Southern Gila/Tonto NF Foothills|m|ec|33.57590|-110.98980
04|AZ|009|Graham|507|Upper San Pedro River Valley including Sierra Vista/Benson|m|se|31.93310|-110.30730
04|AZ|009|Graham|509|Upper Gila River and Aravaipa Valleys including Clifton/Safford|m|se|32.86860|-109.74430
04|AZ|009|Graham|510|White Mountains of Graham and Greenlee Counties including Hannagan Meadow|m|se|33.38670|-109.48810
04|AZ|009|Graham|511|Galiuro and Pinaleno Mountains including Mount Graham|m|se|32.65250|-110.11530
04|AZ|011|Greenlee|509|Upper Gila River and Aravaipa Valleys including Clifton/Safford|m|se|32.86860|-109.74430
04|AZ|011|Greenlee|510|White Mountains of Graham and Greenlee Counties including Hannagan Meadow|m|se|33.38670|-109.48810
04|AZ|012|La Paz|020|Lower Colorado River Valley AZ|m|wc|33.61280|-114.47010
04|AZ|012|La Paz|021|West Central Deserts|m|wc|33.81160|-113.81320
04|AZ|012|La Paz|026|Southwest Deserts|m|wc|32.81830|-113.85790
04|AZ|013|Maricopa|022|Northwest Maricopa County|m|sc|33.69700|-112.86400
04|AZ|013|Maricopa|023|Greater Phoenix Area|m|sc|33.51730|-112.10020
04|AZ|013|Maricopa|024|Southern Gila/Tonto NF Foothills|m|sc|33.57590|-110.98980
04|AZ|013|Maricopa|027|Southwest Maricopa County|m|sc|32.91160|-112.78250
04|AZ|015|Mohave|001|Northwest Plateau|m|nw|36.59210|-113.33170
04|AZ|015|Mohave|002|Lake Havasu and Fort Mohave|m|nw|34.67620|-114.34920
04|AZ|015|Mohave|003|Northwest Deserts|m|nw|35.18390|-113.84800
04|AZ|015|Mohave|036|Lake Mead National Recreation Area|m|nw|35.80110|-114.31940
04|AZ|017|Navajo|009|Northeast Plateaus and Mesas Hwy 264 Northward|m|ne|36.40460|-110.97110
04|AZ|017|Navajo|010|Chinle Valley|m|ne|36.54040|-109.70680
04|AZ|017|Navajo|012|Little Colorado River Valley in Coconino County|m|ne|35.47880|-111.18760
04|AZ|017|Navajo|013|Little Colorado River Valley in Navajo County|m|ne|34.84400|-110.31280
04|AZ|017|Navajo|016|Eastern Mogollon Rim|m|ne|34.44180|-110.81220
04|AZ|017|Navajo|017|White Mountains|m|ne|33.92720|-109.64830
04|AZ|017|Navajo|039|Black Mesa Area|m|ne|36.35500|-110.24300
04|AZ|017|Navajo|040|Northeast Plateaus and Mesas South of Hwy 264|m|ne|35.48890|-110.18250
04|AZ|019|Pima|501|Western Pima County Including Ajo/Organ Pipe Cactus National Monument|m|sc|32.21670|-112.97660
04|AZ|019|Pima|502|Tohono O'odham Nation including Sells|m|sc|32.14340|-112.06400
04|AZ|019|Pima|503|Upper Santa Cruz River and Altar Valleys including Nogales|m|sc|31.62070|-111.16300
04|AZ|019|Pima|504|Tucson Metro Area including Tucson/Green Valley/Marana/Vail|m|sc|32.17610|-111.05650
04|AZ|019|Pima|507|Upper San Pedro River Valley including Sierra Vista/Benson|m|sc|31.93310|-110.30730
04|AZ|019|Pima|513|Dragoon/Mule/Huachuca and Santa Rita Mountains including Bisbee/Canelo Hills/Madera Canyon|m|sc|31.60430|-110.38330
04|AZ|019|Pima|514|Santa Catalina and Rincon Mountains including Mount Lemmon/Summerhaven|m|sc|32.33640|-110.68080
04|AZ|019|Pima|515|Baboquivari Mountains including Kitt Peak|m|sc|31.81860|-111.59310
04|AZ|021|Pinal|024|Southern Gila/Tonto NF Foothills|m|sc|33.57590|-110.98980
04|AZ|021|Pinal|028|Northwest and North Central Pinal County|m|sc|33.05950|-111.70300
04|AZ|021|Pinal|502|Tohono O'odham Nation including Sells|m|sc|32.14340|-112.06400
04|AZ|021|Pinal|505|South Central Pinal County including Eloy/Picacho Peak State Park|m|sc|32.74520|-111.33930
04|AZ|021|Pinal|506|Southeast Pinal County including Kearny/Mammoth/Oracle|m|sc|32.82550|-110.75180
04|AZ|021|Pinal|511|Galiuro and Pinaleno Mountains including Mount Graham|m|sc|32.65250|-110.11530
04|AZ|021|Pinal|514|Santa Catalina and Rincon Mountains including Mount Lemmon/Summerhaven|m|sc|32.33640|-110.68080
04|AZ|023|Santa Cruz|503|Upper Santa Cruz River and Altar Valleys including Nogales|m|se|31.62070|-111.16300
04|AZ|023|Santa Cruz|507|Upper San Pedro River Valley including Sierra Vista/Benson|m|se|31.93310|-110.30730
04|AZ|023|Santa Cruz|513|Dragoon/Mule/Huachuca and Santa Rita Mountains including Bisbee/Canelo Hills/Madera Canyon|m|se|31.60430|-110.38330
04|AZ|025|Yavapai|008|Yavapai County  Mountains|m|wc|34.83610|-112.65540
04|AZ|025|Yavapai|037|Yavapai County Valleys and Basins|m|wc|34.43020|-112.51260
04|AZ|025|Yavapai|038|Oak Creek and Sycamore Canyons|m|wc|34.91170|-111.87960
04|AZ|027|Yuma|025|Yuma/Martinez Lake and Vicinity|m|sw|32.64730|-114.53110
04|AZ|027|Yuma|026|Southwest Deserts|m|sw|32.81830|-113.85790
05|AR|001|Arkansas|057|Arkansas|C|se|34.29080|-91.37490
05|AR|003|Ashley|074|Ashley|C|se|33.19120|-91.76790
05|AR|005|Baxter|005|Baxter|C|nc|36.28720|-92.33700
05|AR|007|Benton|001|Benton|C|nw|36.33920|-94.25730
05|AR|009|Boone|003|Boone|C|nc|36.30860|-93.09150
05|AR|011|Bradley|068|Bradley|C|se|33.46590|-92.16220
05|AR|013|Calhoun|067|Calhoun|C|sw|33.55800|-92.50310
05|AR|015|Carroll|002|Carroll|C|nw|36.34100|-93.53820
05|AR|017|Chicot|075|Chicot|C|se|33.26720|-91.29400
05|AR|019|Clark|053|Clark|C|sw|34.05100|-93.17640
05|AR|021|Clay|009|Clay|C|ee|36.36850|-90.41730
05|AR|023|Cleburne|024|Cleburne|C|nc|35.53810|-92.02670
05|AR|025|Cleveland|063|Cleveland|C|se|33.89840|-92.18520
05|AR|027|Columbia|072|Columbia|C|sw|33.21430|-93.22730
05|AR|029|Conway|031|Conway|C|cc|35.26220|-92.70140
05|AR|031|Craighead|026|Craighead|C|ee|35.83080|-90.63280
05|AR|033|Crawford|019|Crawford|C|nw|35.58890|-94.24300
05|AR|035|Crittenden|036|Crittenden|C|ee|35.20790|-90.30890
05|AR|037|Cross|035|Cross|C|ee|35.29580|-90.77130
05|AR|039|Dallas|062|Dallas|C|sw|33.96980|-92.65450
05|AR|041|Desha|065|Desha|C|se|33.83330|-91.25400
05|AR|043|Drew|069|Drew|C|se|33.58950|-91.72000
05|AR|045|Faulkner|032|Faulkner|C|cc|35.14700|-92.33210
05|AR|047|Franklin|020|Franklin|C|wc|35.51230|-93.89060
05|AR|049|Fulton|006|Fulton|C|nc|36.38170|-91.81830
05|AR|051|Garland|042|Garland|C|cc|34.57670|-93.15040
05|AR|053|Grant|055|Grant|C|cc|34.29000|-92.42360
05|AR|055|Greene|018|Greene|C|ee|36.11770|-90.55910
05|AR|057|Hempstead|060|Hempstead|C|sw|33.73540|-93.66840
05|AR|059|Hot Spring|054|Hot Spring|C|sw|34.31770|-92.94600
05|AR|061|Howard|051|Howard|C|sw|34.08870|-93.99340
05|AR|063|Independence|016|Independence|C|nc|35.74150|-91.56980
05|AR|065|Izard|015|Izard|C|nc|36.09490|-91.91340
05|AR|067|Jackson|025|Jackson|C|ee|35.59940|-91.21460
05|AR|069|Jefferson|056|Jefferson|C|se|34.26880|-91.93150
05|AR|071|Johnson|021|Johnson|C|ww|35.57010|-93.45990
05|AR|073|Lafayette|071|Lafayette|C|sw|33.24080|-93.60730
05|AR|075|Lawrence|017|Lawrence|C|ee|36.04130|-91.10710
05|AR|077|Lee|049|Lee|C|ee|34.78060|-90.78200
05|AR|079|Lincoln|064|Lincoln|C|se|33.95750|-91.73330
05|AR|081|Little River|059|Little River|C|sw|33.70050|-94.23430
05|AR|083|Logan|030|Logan|C|ww|35.21530|-93.71630
05|AR|085|Lonoke|045|Lonoke|C|cc|34.75420|-91.88870
05|AR|087|Madison|011|Madison|C|nw|36.01100|-93.72460
05|AR|089|Marion|004|Marion|C|nc|36.26840|-92.68420
05|AR|091|Miller|070|Miller|C|sw|33.31240|-93.89180
05|AR|093|Mississippi|028|Mississippi|C|ee|35.76390|-90.05400
05|AR|095|Monroe|047|Monroe|C|ee|34.67780|-91.20380
05|AR|097|Montgomery|041|Montgomery|C|ww|34.53880|-93.65950
05|AR|099|Nevada|061|Nevada|C|sw|33.66410|-93.30720
05|AR|101|Newton|012|Newton|C|nc|35.92000|-93.21790
05|AR|103|Ouachita|066|Ouachita|C|sw|33.59330|-92.88200
05|AR|105|Perry|039|Perry|C|cc|34.94740|-92.93150
05|AR|107|Phillips|058|Phillips|C|ee|34.42830|-90.84800
05|AR|109|Pike|052|Pike|C|sw|34.16360|-93.65640
05|AR|111|Poinsett|027|Poinsett|C|ee|35.57400|-90.66290
05|AR|113|Polk|040|Polk|C|ww|34.48580|-94.22810
05|AR|115|Pope|022|Pope|C|cc|35.44760|-93.03420
05|AR|117|Prairie|046|Prairie|C|cc|34.82970|-91.55280
05|AR|119|Pulaski|044|Pulaski|C|cc|34.76990|-92.31180
05|AR|121|Randolph|008|Randolph|C|ee|36.34150|-91.02780
